Fleetio ID,Vehicle Name,Date,Meter Type,Meter Value,Meter Unit,Void,Auto Void Reason,Meter Source,Created On (Pacific Time (US & Canada)),Updated On (Pacific Time (US & Canada)),Vehicle Group,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Trim,Vehicle Type,Vehicle Status,Vehicle VIN/SN,Date Rental Rates Updated,Rental Rate Description,Hourly Rental Rate,Daily Rental Rate,Weekly Rental Rate,Monthly Rental Rate,Drain Plug Size,Napa Oil Filter (capacity),Napa Fuel Filter,NAPA Air Filter (Outer),NAPA Air Filter (Inner),NAPA Fuel/Water Separator,NAPA Coolant Filter,NAPA Hydraulic Filter,NAPA Transmission Filter,NAPA Fan Belt,NAPA AC Belt,Antifreeze,Cost to Replace,Sold Price,Sold Date
1274980565,DT1,06/19/2026,Primary,331729.0,mi,FALSE,,Work Order #113,06/19/2026 08:21:05 AM,06/19/2026 08:21:05 AM,Fleet,2007,Kenworth,W900,,Dump Truck,Active,1NKWXB0X07R159782,,"",$131.00,$525.00,"$2,090.00","$5,940.00","",1792 - 9 Gal,3412 & 3674,"","","",4070,"","","","","","","",
1274928688,DT1,06/19/2026,Primary,331729.0,mi,FALSE,,Work Order #113,06/19/2026 06:36:01 AM,06/19/2026 06:36:01 AM,Fleet,2007,Kenworth,W900,,Dump Truck,Active,1NKWXB0X07R159782,,"",$131.00,$525.00,"$2,090.00","$5,940.00","",1792 - 9 Gal,3412 & 3674,"","","",4070,"","","","","","","",
1274923076,WL3,06/19/2026,Primary,12714.0,hr,FALSE,,Manual,06/19/2026 06:23:09 AM,06/19/2026 06:23:09 AM,,2008,John Deere,544J,,Wheel Loader,Active,DW544JZ619585,,"",$187.00,$748.00,"$3,019.00","$8,738.00","",7750S,"3248, 3977, 3978",600104,"","","","","","","","","","",
1274922854,FL5,06/19/2026,Primary,8191.0,hr,FALSE,,Manual,06/19/2026 06:22:36 AM,06/19/2026 06:22:36 AM,,2013,JLG,G12-55A,,Forklift,Active,160048663,,"",$96.00,$550.00,"$1,536.00","$5,376.00","",7182,Fleetguard FF 63009,AF55021,AF55312,"","","","","","","","","",
1274922711,ME7,06/19/2026,Primary,5248.0,hr,FALSE,,Manual,06/19/2026 06:22:14 AM,06/19/2026 06:22:14 AM,,2018,Caterpillar,305E2 CRCB,,Mini Excavator,Active,0H5M07082,,"",$102.00,$415.00,"$1,680.00","$5,032.00","","",600586 / CAT 363-5819 Incline,9462,9463 / CAT 415-2593,"","","","","","","","","",
1274922476,ME9,06/19/2026,Primary,572.0,hr,FALSE,,Manual,06/19/2026 06:21:43 AM,06/19/2026 06:21:43 AM,,2025,Caterpillar,304CRCB,,Mini Excavator,Active,AN406574,,"","","","","","","","","","","","","","","","","","","",
1274921714,RL8,06/19/2026,Primary,749.0,hr,FALSE,,Manual,06/19/2026 06:20:12 AM,06/19/2026 06:20:12 AM,,2011,HAMM,HD12,,Roller,Active,H2001478,,"","","","","","","","","","","","","","","","","","","",
1274919796,ME5,06/19/2026,Primary,6203.0,hr,FALSE,,Manual,06/19/2026 06:16:52 AM,06/19/2026 06:16:52 AM,,2018,Caterpillar,308E2 CRCB,,Mini Excavator,Active,0FJX10204,,"",$102.00,$415.00,"$1,680.00","$5,032.00","","",9462,9463 / CAT 415-2593,"","","","","","","","","","",
1274047989,ST4,06/18/2026,Primary,155431.0,mi,FALSE,,Service Entry #50277880,06/18/2026 01:29:34 PM,06/18/2026 01:29:34 PM,Fleet,2017,Ford,F-450 Super Duty,,Service Truck,Active,1FD0W4HT2HED69098,,"",$102.00,$415.00,"$1,680.00","$5,032.00","","","","","","","","","","","","","","",
1274047987,ST4,06/18/2026,Primary,155431.0,mi,FALSE,,Work Order #111,06/18/2026 01:29:34 PM,06/18/2026 01:29:34 PM,Fleet,2017,Ford,F-450 Super Duty,,Service Truck,Active,1FD0W4HT2HED69098,,"",$102.00,$415.00,"$1,680.00","$5,032.00","","","","","","","","","","","","","","",
